[13.651318, 100.492962]
[13.651222333333333, 100.49296116666666]
[13.651221, 100.49296116666666]
[13.651219666666666, 100.492961]
[13.6512185, 100.49296133333333]
[13.651217166666667, 100.49296116666666]
[13.651215833333334, 100.49296116666666]
[13.651214333333334, 100.492961]
[13.651213, 100.49296083333333]
[13.651211833333333, 100.492961]
[13.651210333333333, 100.49296066666666]
[13.651209, 100.49296083333333]
[13.651207666666666, 100.49296066666666]
[13.651206333333333, 100.4929605]
[13.651205, 100.49296066666666]
[13.651203666666667, 100.4929605]
[13.651202166666666, 100.4929605]
[13.651178333333334, 100.49296033333333]
[13.651177, 100.49296033333333]
[13.651175666666667, 100.49296016666666]
[13.651174333333334, 100.49296033333333]
[13.651172833333334, 100.49296016666666]
[13.6511715, 100.49296016666666]
[13.651170166666667, 100.49296016666666]
[13.651168833333333, 100.49296]
[13.651167333333333, 100.49296]
[13.651166, 100.49296016666666]
[13.651164666666666, 100.49296016666666]
[13.651163166666667, 100.49296033333333]
[13.651161833333333, 100.49296016666666]
[13.6511605, 100.49296016666666]
[13.651159166666666, 100.49296016666666]
[13.651157833333333, 100.49296016666666]
[13.6511565, 100.49296016666666]
[13.651155166666667, 100.49296016666666]
[13.651153833333334, 100.49296016666666]
[13.651152333333334, 100.49296033333333]
[13.651151, 100.49296016666666]
[13.651149666666667, 100.49296033333333]
[13.651148166666667, 100.49296033333333]
[13.651146833333334, 100.49296033333333]
[13.651145333333334, 100.49296033333333]
[13.651144, 100.49296033333333]
[13.651142666666667, 100.49296033333333]
[13.651141333333333, 100.4929605]
[13.65114, 100.49296033333333]
[13.651138666666666, 100.4929605]
[13.651137333333333, 100.4929605]
[13.651136, 100.4929605]
[13.651134666666668, 100.4929605]
[13.651133333333334, 100.4929605]
[13.651132, 100.4929605]
[13.651130666666667, 100.4929605]
[13.651129166666667, 100.4929605]
[13.651127833333334, 100.4929605]
[13.6511265, 100.49296066666666]
[13.651125, 100.49296066666666]
[13.651123833333333, 100.49296083333333]
[13.6511225, 100.49296066666666]
[13.651121, 100.49296083333333]
[13.651119833333333, 100.49296083333333]
[13.651118333333333, 100.49296083333333]
[13.651117, 100.49296083333333]
[13.651115666666668, 100.49296083333333]
[13.6511145, 100.49296083333333]
[13.651113, 100.492961]
[13.651111666666667, 100.492961]
[13.651110333333333, 100.49296083333333]
[13.651109, 100.49296083333333]
[13.651107666666666, 100.49296083333333]
[13.651106333333333, 100.49296083333333]
[13.651105, 100.49296083333333]
[13.651103666666666, 100.49296083333333]
[13.651102333333334, 100.49296083333333]
[13.651100833333333, 100.49296083333333]
[13.6510995, 100.49296083333333]
[13.651098333333334, 100.49296083333333]
[13.651096833333334, 100.49296066666666]
[13.6510955, 100.49296066666666]
[13.651094166666667, 100.49296066666666]
[13.651093, 100.49296066666666]
[13.651091666666666, 100.4929605]
[13.651090166666666, 100.4929605]
[13.651088833333333, 100.4929605]
[13.6510875, 100.4929605]
[13.651086166666667, 100.4929605]
[13.651084666666666, 100.49296033333333]
[13.651083333333334, 100.49296033333333]
[13.651082, 100.49296033333333]
[13.651080666666667, 100.4929605]
[13.651079166666667, 100.4929605]
[13.651077833333334, 100.4929605]
[13.6510765, 100.4929605]
[13.651075166666667, 100.4929605]
[13.651073833333333, 100.4929605]
[13.651072333333333, 100.49296033333333]
[13.651071, 100.49296033333333]
[13.651069666666666, 100.49296033333333]
[13.651068166666667, 100.49296033333333]
[13.651066833333333, 100.49296033333333]
[13.651065333333333, 100.49296033333333]
[13.651064, 100.49296033333333]
[13.651062666666666, 100.49296033333333]
[13.651061333333333, 100.49296033333333]
[13.65106, 100.49296033333333]
[13.651058666666666, 100.49296033333333]
[13.651057333333334, 100.49296033333333]
[13.651056, 100.49296033333333]
[13.651054666666667, 100.49296033333333]
[13.651053333333333, 100.49296033333333]
[13.651052, 100.4929605]
[13.6510505, 100.4929605]
[13.651049166666667, 100.4929605]
[13.651047833333333, 100.49296033333333]
[13.6510465, 100.4929605]
[13.651045166666666, 100.49296033333333]
[13.651043833333333, 100.49296033333333]
[13.6510425, 100.49296033333333]
[13.651041166666667, 100.49296033333333]
[13.65104, 100.49296033333333]
[13.651038666666667, 100.49296033333333]
[13.651037166666667, 100.49296033333333]
[13.651036, 100.49296016666666]
[13.651034666666666, 100.49296033333333]
[13.651033333333332, 100.49296033333333]
[13.651032, 100.49296016666666]
[13.651030666666667, 100.49296016666666]
[13.6510295, 100.49296016666666]
[13.651028166666666, 100.49296033333333]
[13.651026833333333, 100.49296016666666]
[13.6510255, 100.49296016666666]
[13.651024166666666, 100.49296016666666]
[13.651022833333334, 100.49296016666666]
[13.6510215, 100.49296016666666]
[13.651020166666667, 100.49296016666666]
[13.651018833333334, 100.49296016666666]
[13.6510175, 100.49296016666666]
[13.651016166666667, 100.49296016666666]
[13.651014833333333, 100.49296033333333]
[13.6510135, 100.49296016666666]
[13.651012166666666, 100.49296016666666]
[13.651010833333334, 100.49296016666666]
[13.651009333333333, 100.49296016666666]
[13.651008, 100.49296033333333]
[13.651006666666667, 100.49296033333333]
[13.651005166666666, 100.49296033333333]
[13.651003833333334, 100.4929605]
[13.6510025, 100.49296033333333]
[13.651001333333333, 100.4929605]
[13.650999666666667, 100.49296016666666]
[13.650998333333334, 100.49296033333333]
[13.650997, 100.49296016666666]
[13.6509955, 100.49296016666666]
[13.650994166666667, 100.49296016666666]
[13.650992833333333, 100.49296016666666]
[13.6509915, 100.49296033333333]
[13.65099, 100.49296]
[13.650988666666667, 100.49296]
[13.650987166666667, 100.49296016666666]
[13.650985833333333, 100.49296]
[13.6509845, 100.49296016666666]
[13.650983, 100.49296]
[13.650981666666667, 100.49296033333333]
[13.650980333333333, 100.49296033333333]
[13.650978833333333, 100.49296033333333]
[13.6509775, 100.49296033333333]
[13.650976166666666, 100.4929605]
[13.650974833333333, 100.49296033333333]
[13.6509735, 100.49296033333333]
[13.650972, 100.49296033333333]
[13.650970833333334, 100.4929605]
[13.6509695, 100.492961]
[13.650968333333333, 100.49296133333333]
[13.650967, 100.49296116666666]
[13.650965666666666, 100.49296116666666]
[13.6509645, 100.49296116666666]
[13.650963, 100.492961]
[13.650961833333334, 100.49296116666666]
[13.650960333333334, 100.49296116666666]
[13.650959, 100.49296116666666]
[13.650957666666667, 100.49296116666666]
[13.650956333333333, 100.49296116666666]
[13.650955, 100.49296116666666]
[13.650953666666666, 100.492961]
[13.650952333333333, 100.492961]
[13.650951, 100.49296116666666]
[13.6509495, 100.49296066666666]
[13.650948, 100.49296066666666]
[13.650946833333334, 100.49296083333333]
[13.6509455, 100.49296083333333]
[13.650944166666667, 100.49296116666666]
[13.650942666666667, 100.49296066666666]
[13.650941333333334, 100.49296083333333]
[13.65094, 100.49296083333333]
[13.650938666666667, 100.49296083333333]
[13.650937333333333, 100.49296066666666]
[13.650935833333333, 100.49296083333333]
[13.6509345, 100.49296083333333]
[13.650933166666666, 100.49296083333333]
[13.6509315, 100.49296066666666]
[13.650930166666667, 100.49296083333333]
[13.650928833333333, 100.49296083333333]
[13.6509275, 100.49296083333333]
[13.650926, 100.49296083333333]
[13.650924666666667, 100.49296083333333]
[13.650923166666667, 100.49296066666666]
[13.650921833333333, 100.49296083333333]
[13.6509205, 100.49296083333333]
[13.650919166666666, 100.49296083333333]
[13.650917833333333, 100.49296083333333]
[13.650916333333333, 100.49296083333333]
[13.650915, 100.49296083333333]
[13.650913666666666, 100.49296066666666]
[13.650912333333334, 100.49296066666666]
[13.650910833333333, 100.49296066666666]
[13.6509095, 100.49296066666666]
[13.650908166666667, 100.4929605]
[13.650906833333334, 100.4929605]
[13.6509055, 100.4929605]
[13.650904166666667, 100.4929605]
[13.650902833333333, 100.49296033333333]
[13.6509015, 100.4929605]
[13.650900166666666, 100.49296033333333]
[13.650898833333333, 100.49296033333333]
[13.6508975, 100.49296033333333]
[13.650896166666667, 100.4929605]
[13.650894833333334, 100.4929605]
[13.6508935, 100.4929605]
[13.650892166666667, 100.4929605]
[13.650891, 100.4929605]
[13.6508895, 100.49296033333333]
[13.650888166666666, 100.49296016666666]
[13.650886833333333, 100.49296]
[13.650885666666667, 100.49296]
[13.650884333333334, 100.49296016666666]
[13.650883, 100.49296]
[13.650881666666667, 100.49296]
[13.650880333333333, 100.49296]
[13.650879, 100.49296]
[13.650877666666666, 100.49296]
[13.650876333333333, 100.49295983333333]
[13.650874833333333, 100.49295983333333]
[13.6508735, 100.49295983333333]
[13.650872166666666, 100.49295983333333]
[13.650870833333334, 100.4929595]
[13.6508695, 100.4929595]
[13.650868166666667, 100.49295933333333]
[13.650866666666667, 100.49295933333333]
[13.650865333333334, 100.49295933333333]
[13.650864, 100.49295933333333]
[13.650862666666667, 100.49295933333333]
[13.650861333333333, 100.49295933333333]
[13.65086, 100.49295933333333]
[13.650858666666666, 100.49295933333333]
[13.650857333333333, 100.49295933333333]
[13.650856, 100.49295933333333]
[13.650854666666667, 100.49295916666667]
[13.650853333333334, 100.49295916666667]
[13.650852, 100.49295916666667]
[13.650850833333333, 100.49295916666667]
[13.650849333333333, 100.49295916666667]
[13.650848, 100.49295916666667]
[13.650846833333333, 100.49295916666667]
[13.6508455, 100.49295916666667]
[13.650844166666667, 100.49295916666667]
[13.650842666666666, 100.492959]
[13.6508415, 100.492959]
[13.65084, 100.49295883333333]
[13.650838666666667, 100.49295883333333]
[13.650837333333333, 100.492959]
[13.650836, 100.492959]
[13.6508345, 100.49295883333333]
[13.650833166666667, 100.492959]
[13.650831833333333, 100.492959]
[13.6508305, 100.49295883333333]
[13.650829166666666, 100.49295883333333]
[13.650827833333333, 100.49295883333333]
[13.6508265, 100.49295883333333]
[13.650825166666667, 100.49295883333333]
[13.650823833333334, 100.49295866666667]
[13.650822666666667, 100.49295883333333]
[13.650821166666667, 100.49295883333333]
[13.650819833333333, 100.49295883333333]
[13.6508185, 100.49295883333333]
[13.650817166666666, 100.49295883333333]
[13.650815833333333, 100.49295883333333]
[13.6508145, 100.492959]
[13.650813, 100.492959]
[13.650811833333334, 100.492959]
[13.6508105, 100.49295883333333]
[13.650809166666667, 100.49295883333333]
[13.650807833333333, 100.49295883333333]
[13.6508065, 100.49295883333333]
[13.650805166666666, 100.49295883333333]
[13.650770833333333, 100.49295933333333]
[13.6507695, 100.49295916666667]
[13.650768166666667, 100.49295916666667]
[13.650766833333334, 100.49295933333333]
[13.6507655, 100.49295916666667]
[13.650764, 100.49295916666667]
[13.650762666666667, 100.49295933333333]
[13.650761333333334, 100.49295933333333]
[13.65076, 100.49295933333333]
[13.650758666666666, 100.49295933333333]
[13.650757333333333, 100.49295916666667]
[13.650756, 100.49295933333333]
[13.6507545, 100.49295916666667]
[13.650753166666666, 100.49295916666667]
[13.650751833333333, 100.49295916666667]
[13.6507505, 100.492959]
[13.650749166666667, 100.492959]
[13.650747833333334, 100.492959]
[13.6507465, 100.49295916666667]
[13.650745166666667, 100.49295916666667]
[13.650743833333333, 100.49295916666667]
[13.6507425, 100.49295916666667]
[13.650741166666666, 100.49295916666667]
[13.650739833333333, 100.49295916666667]
[13.6507385, 100.49295916666667]
[13.650737166666667, 100.49295933333333]